eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,crit1,crit2,crit3,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,date
197611000000.0,1976,11,1,0,98,Italy,8,Western Europe,Lombardy,Brescia,45.539838,10.222956,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Communist Party Center,Italy,1976-11-01
197612000000.0,1976,12,1,0,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.14352,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Syrian Govt,"Abd-Al-Halim Khaddam, Foreign Minister",Syria,1976-12-01
197700000000.0,1977,1,1,0,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,,Tokyo University,Japan,1977-01-01
197701000000.0,1977,1,1,0,185,Spain,8,Western Europe,Gipuzcoa,Arrasate,43.066466,-2.489145,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1,Assassination,4,Military,,Unknown,Guardia,"Constantino Gomez Garcia, Civil Guard",Spain,1977-01-01
197702000000.0,1977,2,1,0,222,Venezuela,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,,Unknown,,Molinos Palacios Brothers,Venezuela,1977-02-01
197703000000.0,1977,3,1,0,185,Spain,8,Western Europe,Leon,Leon,42.599876,-5.571752,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,1,Business,10.0,Mining,,Minero Siderurgica De Ponferrada,Spain,1977-03-01
197704000000.0,1977,4,1,1,128,Mauritania,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,5.0,Industrial/Textiles/Factory,Iron Ore Project,Technicians,France,1977-04-01
197705000000.0,1977,5,1,0,128,Mauritania,11,Sub-Saharan Africa,Tiris Zemmour,Zouerat,22.734151,-12.467545,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),18,Tourists,97.0,Tourist,,Tourists,France,1977-05-01
197706000000.0,1977,6,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Saudi Arabia,"Unk, Ambassador",Saudi Arabia,1977-06-01
197707000000.0,1977,7,1,0,69,France,8,Western Europe,Pyrenees-Atlantiques,Bayonne,43.492949,-1.474841,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,,Newspaper Sud Quect,France,1977-07-01
197708000000.0,1977,8,1,0,209,Turkey,10,Middle East & North Africa,Malatya,Arapgir,39.039792,38.496376,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,,Residence,Turkey,1977-08-01
197709000000.0,1977,9,1,0,98,Italy,8,Western Europe,Lombardy,Bergamo,45.694903,9.669953,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,,Frg Insurance Co (Allianz),Germany,1977-09-01
197710000000.0,1977,10,1,1,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.106056,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,,Unknown,,"Nathan Fanitsby, Businessman",Colombia,1977-10-01
197711000000.0,1977,11,1,1,45,Colombia,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,9.0,Farm/Ranch,Own Land,"Carlos Vasquez Mejia, Farmer",Colombia,1977-11-01
197712000000.0,1977,12,1,0,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.106056,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,,Unknown,Wealthy Bogota Businessman,"Jaime Cardona Rodriguez, Son",Colombia,1977-12-01
197800000000.0,1978,1,1,0,30,Brazil,3,South America,Rio Grande do Sul,Porto Alegre,-30.034108,-51.217839,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Married Couple,Uruguay,1978-01-01
197801000000.0,1978,1,1,0,98,Italy,8,Western Europe,Trentino-South Tyrol,Trento,46.066712,11.119059,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Communist Party Of Italy Office,Italy,1978-01-01
197802000000.0,1978,2,1,0,130,Mexico,1,North America,Oaxaca,Oaxaca,17.054348,-96.712954,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Univ. Of Oaxaca,"Carlos Hernandez Chavarria, Security General",Mexico,1978-02-01
197803000000.0,1978,3,1,0,98,Italy,8,Western Europe,Lazio,Rome,41.890961,12.490069,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,,High School,Italy,1978-03-01
197804000000.0,1978,4,1,0,603,United Kingdom,8,Western Europe,England,High Wycombe,51.628785,-0.749465,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,14,Private Citizens & Property,82.0,Labor Union Related,Anti Nazi League,"Roger Prouse,32,Prominant Member",Great Britain,1978-04-01
197805000000.0,1978,5,1,0,98,Italy,8,Western Europe,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,5,Hostage Taking (Barricade Incident),4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,,Army Computer Center,Italy,1978-05-01
197806000000.0,1978,6,1,0,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Turkish Army,Lt. Col. Cihangir Erdeniz (Ret.),Turkey,1978-06-01
197807000000.0,1978,7,1,0,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,8,Educational Institution,48.0,Teacher/Professor/Instructor,School In Istanbul,Teacher,Turkey,1978-07-01
197808000000.0,1978,8,1,0,61,El Salvador,2,Central America & Caribbean,Santa Ana,Santa Ana,13.981479,-89.555717,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,1,Business,5.0,Industrial/Textiles/Factory,Union Of Inca Sock Factory,"Guillermo Rivas, Secretery General",El Salvador,1978-08-01
197809000000.0,1978,9,1,0,11,Argentina,3,South America,Buenos Aires,Olivos,-34.68631,-58.528473,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,,Unknown,,"Residence, Pablo Calatayud",United States,1978-09-01
197810000000.0,1978,10,1,0,83,Guatemala,2,Central America & Caribbean,Totonicapan,San Carlos,14.983333,-91.55,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,8,Educational Institution,48.0,Teacher/Professor/Instructor,University Of San Carlos,Professor,Guatemala,1978-10-01
197811000000.0,1978,11,1,0,185,Spain,8,Western Europe,Basque Country,Villabona,43.189944,-2.052454,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Civil Guard,"Heliodoro Arriaga, Retired Warrant Officer",Spain,1978-11-01
197812000000.0,1978,12,1,0,145,Nicaragua,2,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,68.0,Named Civilian,,Raul Sisceros,Nicaragua,1978-12-01
197900000000.0,1979,1,1,0,101,Japan,4,East Asia,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,70.0,Student,Leftists,Students,Japan,1979-01-01
197901000000.0,1979,1,1,0,145,Nicaragua,2,Central America & Caribbean,Leon,Leon,12.43257,-86.881204,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,1,Business,9.0,Farm/Ranch,,La Castilla Ranch,Nicaragua,1979-01-01
197902000000.0,1979,2,1,0,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",,Central Police Station,El Salvador,1979-02-01
197903000000.0,1979,3,1,0,160,Philippines,5,Southeast Asia,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,Town,Philippines,1979-03-01
197904000000.0,1979,4,1,0,14,Australia,12,Australasia & Oceania,Western Australia,Perth,-31.952854,115.857339,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,Boans Department Store,Australia,1979-04-01
197905000000.0,1979,5,1,0,94,Iran,10,Middle East & North Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,8,Educational Institution,50.0,Other Personnel,Shi'Ite Clergy/Fawzieh School (Theological College,Morteza Mortahari,Iran,1979-05-01
197906000000.0,1979,6,1,0,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.106056,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,1,Business,,Unknown,,"Home Of Carlos Reyes Patria, Pres Of Nat. Milk Producers Assn.",Colombia,1979-06-01
197907000000.0,1979,7,1,0,403,Rhodesia,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,,Vehicle,Rhodesia,1979-07-01
197908000000.0,1979,8,1,0,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,1,Business,5.0,Industrial/Textiles/Factory,,Factory,El Salvador,1979-08-01
197909000000.0,1979,9,1,0,139,Namibia,11,Sub-Saharan Africa,Oshikoto,Owamboland,-18.623616,17.516841,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),2,Government (General),14.0,Judge/Attorney/Court,,"Mr. Tara Imbibi, Brother Of Local Justice Minister",Namibia,1979-09-01
197910000000.0,1979,10,1,0,45,Colombia,3,South America,Huila,Pitalito,1.851988,-76.046976,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,,Radio Sur Station,Colombia,1979-10-01
197911000000.0,1979,11,1,0,61,El Salvador,2,Central America & Caribbean,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,6,Airports & Aircraft,44.0,Airport,,Airfield,El Salvador,1979-11-01
197912000000.0,1979,12,1,0,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Nationalist Democratic Union,Member,El Salvador,1979-12-01
198001000000.0,1980,1,1,0,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,,Civilian Administration Offices,Israel,1980-01-01
198002000000.0,1980,2,1,0,139,Namibia,11,Sub-Saharan Africa,Khomas,Doornfontein,-23.366667,18.166684,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,19,Transportation,100.0,Train/Train Tracks/Trolley,Railroad,Railway Official,South Africa,1980-02-01
198003000000.0,1980,3,1,0,61,El Salvador,2,Central America & Caribbean,San Salvador,Aguilares,13.957222,-89.189722,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,15,Religious Figures/Institutions,85.0,Religious Figure,Jesuit Order,"Rutilio Grande, Priest",El Salvador,1980-03-01
198004000000.0,1980,4,1,0,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,2,Government (General),17.0,Head of State,Somalia,"Mohamed Siad Barre, President",Somalia,1980-04-01
198005000000.0,1980,5,1,0,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),,Military Vehicle,Israel,1980-05-01
198006000000.0,1980,6,1,0,200,Syria,10,Middle East & North Africa,Al Hasakah,Matafiyah,36.232222,40.971944,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1,Assassination,4,Military,,Unknown,Al-Attafia,Military Governor,Syria,1980-06-01
198007000000.0,1980,7,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,,Embassy,Pakistan,1980-07-01
198008000000.0,1980,8,1,0,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Entrance To Jerusalem,Israel,1980-08-01
198009000000.0,1980,9,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Unknown,54.787715,-6.492314,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,19,Transportation,100.0,Train/Train Tracks/Trolley,,Train Line (Between Dublin And Belfast),Great Britain,1980-09-01
198010000000.0,1980,10,1,0,83,Guatemala,2,Central America & Caribbean,Izabal,La Cumbre,15.708254,-88.829156,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1,Assassination,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Military,"Gregorio Gutierrez, Commissioner",Guatemala,1980-10-01
198011000000.0,1980,11,1,0,98,Italy,8,Western Europe,Trentino-South Tyrol,Bolzano,46.496714,11.358008,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,21,Utilities,107.0,Electricity,,Elecricity Pylon,Italy,1980-11-01
198012000000.0,1980,12,1,0,14,Australia,12,Australasia & Oceania,New South Wales,Maitland,-32.733664,151.557668,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,Woolworth Store,Australia,1980-12-01
198101000000.0,1981,1,1,0,96,Ireland,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1,Assassination,17,Terrorists/Non-State Militia,93.0,Terrorist,Ira,"Unk Man, Member",Great Britain,1981-01-01
198102000000.0,1981,2,1,0,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.14352,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Syrian Army,Soldiers,Syria,1981-02-01
198103000000.0,1981,3,1,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,42.0,Aircraft (not at an airport),Egypt Aircraft,,Egypt,1981-03-01
198104000000.0,1981,4,1,0,603,United Kingdom,8,Western Europe,England,Cambridge,52.202544,0.131237,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",,"Sanoussi Latiwish, Student - Son Of Army Chief/Deposed Monarchy",Libya,1981-04-01
198105000000.0,1981,5,1,0,162,Portugal,8,Western Europe,Porto,Porto,41.149968,-8.610243,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,6,Airports & Aircraft,43.0,Airline Officer/Personnel,,British Airways Office,Great Britain,1981-05-01
198106000000.0,1981,6,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,Kuwait,Embassy,Kuwait,1981-06-01
198107000000.0,1981,7,1,0,94,Iran,10,Middle East & North Africa,Fars,Shiraz,29.591325,52.58361,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Irp Central Committee,"Unk Members Of Dr. Mohammad Hassan Taheri'S Family, Leader And Medical Dr.",Iran,1981-07-01
198108000000.0,1981,8,1,0,94,Iran,10,Middle East & North Africa,Golestan,Aram,37.320405,55.305058,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,72.0,Farmer,,Crops In 38 Places At Various Villages Around City,Iran,1981-08-01
198109000000.0,1981,9,1,0,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,,"House, 5839 Vitacura St., Of Claudio Orrego Vicura*",Chile,1981-09-01
198110000000.0,1981,10,1,0,217,United States,1,North America,California,Los Angeles,34.097866,-118.407379,1.0,0.0,6215 Sunset Boulevard In Hollywood,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Hollywood Palladium Live Nation Venue,"Hollywood Palladium, During A Banquet Sponsored By The American National Committee To Aid Homeless Armenians",United States,1981-10-01
198111000000.0,1981,11,1,0,162,Portugal,8,Western Europe,Castelo Branco,Covilha,40.28265,-7.503261,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",,Gendarmeric Barracks,Portugal,1981-11-01
198112000000.0,1981,12,1,0,94,Iran,10,Middle East & North Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)",Khomeini Government,"Unk, Official",Iran,1981-12-01
198200000000.0,1982,1,1,0,38,Canada,1,North America,Ontario,Toronto,43.666667,-79.416667,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,,Consulate,Turkey,1982-01-01
198201000000.0,1982,1,1,0,83,Guatemala,2,Central America & Caribbean,Huehuetenango,Santa Eulalia,15.73356,-91.456944,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,,Government Offices,Guatemala,1982-01-01
198202000000.0,1982,2,1,0,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,9,Unknown,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,,In Building Of Newspapers Correo And Ojo,Peru,1982-02-01
198203000000.0,1982,3,1,0,110,Lebanon,10,Middle East & North Africa,North,Tripoli,34.438103,35.830841,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,In As-Sintral Street,Lebanon,1982-03-01
198204000000.0,1982,4,1,0,11,Argentina,3,South America,Buenos Aires,San Martin,-34.68631,-58.528473,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,,School,Great Britain,1982-04-01
198205000000.0,1982,5,1,0,98,Italy,8,Western Europe,Lazio,Rome,41.890961,12.490069,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,6,Airports & Aircraft,43.0,Airline Officer/Personnel,,Offices Of Pan American Airways,United States,1982-05-01
198206000000.0,1982,6,1,0,45,Colombia,3,South America,Unknown,Bolivas,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,1,Business,9.0,Farm/Ranch,Local,"Ernestina Mogoyonde Lopez And Mercedes Tueroga De Ramirez, On Was A Farm O*",Colombia,1982-06-01
198207000000.0,1982,7,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,,"Druze Community House, Verdun St.",Lebanon,1982-07-01
198208000000.0,1982,8,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,,Unknown # Of Homes And Offices Of Deputies,Lebanon,1982-08-01
198209000000.0,1982,9,1,0,26,Bolivia,3,South America,La Paz,La Paz,-16.509317,-68.10434,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",,Armed Forces Nco Club (On Lucas Jaimes Street),Bolivia,1982-09-01
198210000000.0,1982,10,1,0,110,Lebanon,10,Middle East & North Africa,An Nabatiyah,Marjayoun,33.246259,35.5001,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,In Marj Uyun,Lebanon,1982-10-01
198211000000.0,1982,11,1,0,196,Suriname,3,South America,Paramaribo,Paramaribo,5.82789,-55.17622,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)",,Residence Of Former Foreign Minister Andre Haakmat,Suriname,1982-11-01
198212000000.0,1982,12,1,0,159,Peru,3,South America,Huancavelica,Anco,-12.608681,-74.603376,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",,Police Station,Peru,1982-12-01
198301000000.0,1983,1,1,0,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal,Pietermaritzburg,-29.658879,30.855026,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),14.0,Judge/Attorney/Court,,Supreme Court Building,South Africa,1983-01-01
198302000000.0,1983,2,1,0,159,Peru,3,South America,La Libertad,Huamachuco,-7.815617,-78.048885,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Popular Action Party Headquarters,Peru,1983-02-01
198303000000.0,1983,3,1,0,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,102.0,Subway,,Subway Car Of Train Leaving San Pablo Station,Chile,1983-03-01
198304000000.0,1983,4,1,0,160,Philippines,5,Southeast Asia,Zamboanga del Sur,Zamboanga City,6.929089,122.07885,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,In Yanboanga,Philippines,1983-04-01
198305000000.0,1983,5,1,0,110,Lebanon,10,Middle East & North Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,17,Terrorists/Non-State Militia,,Unknown,Sa,"Husayn Hamdan, Official",Lebanon,1983-05-01
198306000000.0,1983,6,1,0,195,Sudan,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,68.0,Named Civilian,,"John Haspels, 36, Across Charity *",Netherlands,1983-06-01
198307000000.0,1983,7,1,0,101,Japan,4,East Asia,Kanagawa,Sagamihara,35.571462,139.373176,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,,Supply Depot,Japan,1983-07-01
198308000000.0,1983,8,1,0,61,El Salvador,2,Central America & Caribbean,San Salvador,Apopa,13.79833,-89.17889,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,Cel Substation (Lempa River Hydroelectric Executive Commission),El Salvador,1983-08-01
198309000000.0,1983,9,1,0,159,Peru,3,South America,Lambayeque,Chiclayo,-6.779131,-79.83942,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",,"Residence Of Eward Shindeir, Frg Consul In Chiclayo",Germany,1983-09-01
198310000000.0,1983,10,1,0,159,Peru,3,South America,Huancavelica,Ayacuchito,-13.333333,-75.7,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,103.0,Bridge/Car Tunnel,,Alcomachay Bridge,Peru,1983-10-01
198311000000.0,1983,11,1,1,45,Colombia,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,,Unknown,,"Algimantes Didgiulis Grigaliunas, Lithuanian Business Executive",Lithuania,1983-11-01
198312000000.0,1983,12,1,0,110,Lebanon,10,Middle East & North Africa,North,Tripoli,34.438094,35.830837,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,7,Government (Diplomatic),46.0,Embassy/Consulate,,French Cultural Center,France,1983-12-01
